file_name,unique_file,path,species,label,subset
Chorthippusbrunneus_XC751398-dat022-008_edit5.wav,Chorthippusbrunneus_XC751398-dat022-008,data/val/Chorthippusbrunneus_XC751398-dat022-008_edit5.wav,Chorthippusbrunneus,9,validation
Psaltodaplaga_GBIF3031797565_IN68469430_159997.wav,Psaltodaplaga_GBIF3031797565_IN68469430_159997,data/val/Psaltodaplaga_GBIF3031797565_IN68469430_159997.wav,Psaltodaplaga,10,validation
Yoyettacelis_GBIF2518124929_IN36394643_51981.wav,Yoyettacelis_GBIF2518124929_IN36394643_51981,data/test/Yoyettacelis_GBIF2518124929_IN36394643_51981.wav,Yoyettacelis,1,test
Omocestusviridulus_XC752267-dat013-003_edit2.wav,Omocestusviridulus_XC752267-dat013-003,data/val/Omocestusviridulus_XC752267-dat013-003_edit2.wav,Omocestusviridulus,11,validation
Chorthippusmollis_XC752529-dat186-002_edit1.wav,Chorthippusmollis_XC752529-dat186-002,data/train/Chorthippusmollis_XC752529-dat186-002_edit1.wav,Chorthippusmollis,12,train
Tettigoniaviridissima_200726_0062.M.wav,Tettigoniaviridissima_200726_0062.M,data/train/Tettigoniaviridissima_200726_0062.M.wav,Tettigoniaviridissima,13,train
Decticusverrucivorus_GBIF3902997093_IN130386865_518582.wav,Decticusverrucivorus_GBIF3902997093_IN130386865_518582,data/test/Decticusverrucivorus_GBIF3902997093_IN130386865_518582.wav,Decticusverrucivorus,14,test
Yoyettacelis_GBIF2423240554_IN33411197_47632.wav,Yoyettacelis_GBIF2423240554_IN33411197_47632,data/test/Yoyettacelis_GBIF2423240554_IN33411197_47632.wav,Yoyettacelis,1,test
Yoyettacelis_GBIF1935609794_IN18143852_27225.wav,Yoyettacelis_GBIF1935609794_IN18143852_27225,data/train/Yoyettacelis_GBIF1935609794_IN18143852_27225.wav,Yoyettacelis,1,train
Omocestusviridulus_XC752263-dat012-007_edit1.wav,Omocestusviridulus_XC752263-dat012-007,data/val/Omocestusviridulus_XC752263-dat012-007_edit1.wav,Omocestusviridulus,11,validation
Chorthippusbrunneus_XC751407-dat024-016_edit3.wav,Chorthippusbrunneus_XC751407-dat024-016,data/train/Chorthippusbrunneus_XC751407-dat024-016_edit3.wav,Chorthippusbrunneus,9,train
Cyclochilaaustralasiae_GBIF1978841250_IN19182596_28530.wav,Cyclochilaaustralasiae_GBIF1978841250_IN19182596_28530,data/val/Cyclochilaaustralasiae_GBIF1978841250_IN19182596_28530.wav,Cyclochilaaustralasiae,15,validation
Omocestusviridulus_XC752264-dat012-008_edit13.wav,Omocestusviridulus_XC752264-dat012-008,data/train/Omocestusviridulus_XC752264-dat012-008_edit13.wav,Omocestusviridulus,11,train
Yoyettacelis_GBIF2868112079_IN60578753_138082.wav,Yoyettacelis_GBIF2868112079_IN60578753_138082,data/train/Yoyettacelis_GBIF2868112079_IN60578753_138082.wav,Yoyettacelis,1,train
Yoyettacelis_GBIF2429339163_IN33733855_47840.wav,Yoyettacelis_GBIF2429339163_IN33733855_47840,data/train/Yoyettacelis_GBIF2429339163_IN33733855_47840.wav,Yoyettacelis,1,train
Conocephalusfuscus_XC751488-dat129-010_edit2.wav,Conocephalusfuscus_XC751488-dat129-010,data/train/Conocephalusfuscus_XC751488-dat129-010_edit2.wav,Conocephalusfuscus,16,train
Chrysochraondispar_XC751694-dat030-010_edit5.wav,Chrysochraondispar_XC751694-dat030-010,data/train/Chrysochraondispar_XC751694-dat030-010_edit5.wav,Chrysochraondispar,17,train
Conocephalusfuscus_XC752526-dat060-004_edit3.wav,Conocephalusfuscus_XC752526-dat060-004,data/val/Conocephalusfuscus_XC752526-dat060-004_edit3.wav,Conocephalusfuscus,16,validation
Yoyettacelis_GBIF1931513793_IN17549783_26574_edit1.wav,Yoyettacelis_GBIF1931513793_IN17549783_26574,data/train/Yoyettacelis_GBIF1931513793_IN17549783_26574_edit1.wav,Yoyettacelis,1,train
Pholidopteralittoralis_XC752441-dat049-003_edit5.wav,Pholidopteralittoralis_XC752441-dat049-003,data/test/Pholidopteralittoralis_XC752441-dat049-003_edit5.wav,Pholidopteralittoralis,18,test
Pholidopteralittoralis_XC752435-dat056-008_edit2.wav,Pholidopteralittoralis_XC752435-dat056-008,data/train/Pholidopteralittoralis_XC752435-dat056-008_edit2.wav,Pholidopteralittoralis,18,train
Yoyettacelis_GBIF2423214173_IN33293862_47476_edit2.wav,Yoyettacelis_GBIF2423214173_IN33293862_47476,data/train/Yoyettacelis_GBIF2423214173_IN33293862_47476_edit2.wav,Yoyettacelis,1,train
Yoyettacelis_GBIF2980793264_IN64275287_147122.wav,Yoyettacelis_GBIF2980793264_IN64275287_147122,data/train/Yoyettacelis_GBIF2980793264_IN64275287_147122.wav,Yoyettacelis,1,train
Yoyettacelis_GBIF1914242888_IN16954491_26130_edit2.wav,Yoyettacelis_GBIF1914242888_IN16954491_26130,data/train/Yoyettacelis_GBIF1914242888_IN16954491_26130_edit2.wav,Yoyettacelis,1,train
Tettigoniacantans_XC751948-dat035-007_edit1.wav,Tettigoniacantans_XC751948-dat035-007,data/train/Tettigoniacantans_XC751948-dat035-007_edit1.wav,Tettigoniacantans,19,train
Grylluscampestris_GRYCAM_20210728_115826.M.wav,Grylluscampestris_GRYCAM_20210728_115826.M,data/train/Grylluscampestris_GRYCAM_20210728_115826.M.wav,Grylluscampestris,20,train
Conocephalusfuscus_XC752388-dat036-006_edit5.wav,Conocephalusfuscus_XC752388-dat036-006,data/train/Conocephalusfuscus_XC752388-dat036-006_edit5.wav,Conocephalusfuscus,16,train
Roeselianaroeselii_XC751812-dat025-010_edit1.wav,Roeselianaroeselii_XC751812-dat025-010,data/train/Roeselianaroeselii_XC751812-dat025-010_edit1.wav,Roeselianaroeselii,0,train
Metriopterabrachyptera_XC752073-dat017-011_edit4.wav,Metriopterabrachyptera_XC752073-dat017-011,data/train/Metriopterabrachyptera_XC752073-dat017-011_edit4.wav,Metriopterabrachyptera,21,train
Neotibicenpruinosus_GBIF3759517778_IN101849132_332163.wav,Neotibicenpruinosus_GBIF3759517778_IN101849132_332163,data/test/Neotibicenpruinosus_GBIF3759517778_IN101849132_332163.wav,Neotibicenpruinosus,22,test
Omocestusviridulus_XC752266-dat013-002_edit1.wav,Omocestusviridulus_XC752266-dat013-002,data/train/Omocestusviridulus_XC752266-dat013-002_edit1.wav,Omocestusviridulus,11,train
Conocephalusfuscus_XC752389-dat033-002_edit6.wav,Conocephalusfuscus_XC752389-dat033-002,data/val/Conocephalusfuscus_XC752389-dat033-002_edit6.wav,Conocephalusfuscus,16,validation
Yoyettacelis_GBIF2445097871_IN34622939_48749.wav,Yoyettacelis_GBIF2445097871_IN34622939_48749,data/val/Yoyettacelis_GBIF2445097871_IN34622939_48749.wav,Yoyettacelis,1,validation
Omocestusviridulus_XC752264-dat012-008_edit5.wav,Omocestusviridulus_XC752264-dat012-008,data/train/Omocestusviridulus_XC752264-dat012-008_edit5.wav,Omocestusviridulus,11,train
Omocestuspetraeus_XC754538-CLEANED-Omocestus-petraeus-e-haemorroidalis-Mad_Acero_20180822-144031_1CH250K16_edit2.wav,Omocestuspetraeus_XC754538-CLEANED-Omocestus-petraeus-e-haemorroidalis-Mad_Acero_20180822-144031_1CH250K16,data/train/Omocestuspetraeus_XC754538-CLEANED-Omocestus-petraeus-e-haemorroidalis-Mad_Acero_20180822-144031_1CH250K16_edit2.wav,Omocestuspetraeus,23,train
Omocestusrufipes_XC751625-dat015-008_edit1.wav,Omocestusrufipes_XC751625-dat015-008,data/train/Omocestusrufipes_XC751625-dat015-008_edit1.wav,Omocestusrufipes,24,train
Stenobothrusstigmaticus_XC752022-dat005-018_edit1.wav,Stenobothrusstigmaticus_XC752022-dat005-018,data/val/Stenobothrusstigmaticus_XC752022-dat005-018_edit1.wav,Stenobothrusstigmaticus,25,validation
Yoyettarepetens_GBIF1935587037_IN18019361_27042_edit1.wav,Yoyettarepetens_GBIF1935587037_IN18019361_27042,data/train/Yoyettarepetens_GBIF1935587037_IN18019361_27042_edit1.wav,Yoyettarepetens,26,train
Pholidopteraaptera_XC751369-dat146-003_edit5.wav,Pholidopteraaptera_XC751369-dat146-003,data/train/Pholidopteraaptera_XC751369-dat146-003_edit5.wav,Pholidopteraaptera,8,train
Melanogryllusdesertus_XC752512-dat047-001_edit2.wav,Melanogryllusdesertus_XC752512-dat047-001,data/train/Melanogryllusdesertus_XC752512-dat047-001_edit2.wav,Melanogryllusdesertus,27,train
Phaneropterafalcata_XC751637-dat030-014_edit1.wav,Phaneropterafalcata_XC751637-dat030-014,data/train/Phaneropterafalcata_XC751637-dat030-014_edit1.wav,Phaneropterafalcata,28,train
Cyclochilaaustralasiae_GBIF2882927607_IN61523430_140217.wav,Cyclochilaaustralasiae_GBIF2882927607_IN61523430_140217,data/val/Cyclochilaaustralasiae_GBIF2882927607_IN61523430_140217.wav,Cyclochilaaustralasiae,15,validation
Myrmeleotettixmaculatus_XC752575-dat020-007_edit7.wav,Myrmeleotettixmaculatus_XC752575-dat020-007,data/train/Myrmeleotettixmaculatus_XC752575-dat020-007_edit7.wav,Myrmeleotettixmaculatus,29,train
Cyclochilaaustralasiae_GBIF2883236324_IN61761362_140722.wav,Cyclochilaaustralasiae_GBIF2883236324_IN61761362_140722,data/train/Cyclochilaaustralasiae_GBIF2883236324_IN61761362_140722.wav,Cyclochilaaustralasiae,15,train
Pseudochorthippusmontanus_XC752605-dat012-003_edit2.wav,Pseudochorthippusmontanus_XC752605-dat012-003,data/train/Pseudochorthippusmontanus_XC752605-dat012-003_edit2.wav,Pseudochorthippusmontanus,30,train
Psaltodaplaga_GBIF2611126321_IN43245852_74613.wav,Psaltodaplaga_GBIF2611126321_IN43245852_74613,data/test/Psaltodaplaga_GBIF2611126321_IN43245852_74613.wav,Psaltodaplaga,10,test
Clinopsaltaautumna_GBIF1931521256_IN17584864_26614.wav,Clinopsaltaautumna_GBIF1931521256_IN17584864_26614,data/train/Clinopsaltaautumna_GBIF1931521256_IN17584864_26614.wav,Clinopsaltaautumna,31,train
Tettigoniacantans_XC751942-dat033-013_edit8.wav,Tettigoniacantans_XC751942-dat033-013,data/train/Tettigoniacantans_XC751942-dat033-013_edit8.wav,Tettigoniacantans,19,train
Pseudochorthippusparallelus_XC751401-dat023-002_edit5.wav,Pseudochorthippusparallelus_XC751401-dat023-002,data/train/Pseudochorthippusparallelus_XC751401-dat023-002_edit5.wav,Pseudochorthippusparallelus,32,train
Phaneropteranana_XC751923-dat066-013.wav,Phaneropteranana_XC751923-dat066-013,data/train/Phaneropteranana_XC751923-dat066-013.wav,Phaneropteranana,5,train
Cicadaorni_GBIF3858185798_IN92675943_297632.wav,Cicadaorni_GBIF3858185798_IN92675943_297632,data/train/Cicadaorni_GBIF3858185798_IN92675943_297632.wav,Cicadaorni,33,train
Stenobothruslineatus_XC752396-dat025-007_edit3.wav,Stenobothruslineatus_XC752396-dat025-007,data/train/Stenobothruslineatus_XC752396-dat025-007_edit3.wav,Stenobothruslineatus,34,train
Yoyettacelis_GBIF1933590392_IN17998412_26913_edit1.wav,Yoyettacelis_GBIF1933590392_IN17998412_26913,data/train/Yoyettacelis_GBIF1933590392_IN17998412_26913_edit1.wav,Yoyettacelis,1,train
Yoyettacelis_GBIF2423092241_IN32808821_47052_edit1.wav,Yoyettacelis_GBIF2423092241_IN32808821_47052,data/val/Yoyettacelis_GBIF2423092241_IN32808821_47052_edit1.wav,Yoyettacelis,1,validation
Omocestusrufipes_GBIF3784950093_IN117300099_440758_edit1.wav,Omocestusrufipes_GBIF3784950093_IN117300099_440758,data/train/Omocestusrufipes_GBIF3784950093_IN117300099_440758_edit1.wav,Omocestusrufipes,24,train
Pholidopteralittoralis_XC752436-dat047-003_edit1.wav,Pholidopteralittoralis_XC752436-dat047-003,data/train/Pholidopteralittoralis_XC752436-dat047-003_edit1.wav,Pholidopteralittoralis,18,train
Chorthippusbiguttulus_XC751834-dat031-007_edit4.wav,Chorthippusbiguttulus_XC751834-dat031-007,data/train/Chorthippusbiguttulus_XC751834-dat031-007_edit4.wav,Chorthippusbiguttulus,35,train
Leptophyespunctatissima_XC751895-dat023-008.wav,Leptophyespunctatissima_XC751895-dat023-008,data/train/Leptophyespunctatissima_XC751895-dat023-008.wav,Leptophyespunctatissima,36,train
Stenobothrusstigmaticus_XC751549-dat014-004_edit4.wav,Stenobothrusstigmaticus_XC751549-dat014-004,data/val/Stenobothrusstigmaticus_XC751549-dat014-004_edit4.wav,Stenobothrusstigmaticus,25,validation
Atrapsaltaencaustica_GBIF1807280598_IN9325887_17000.wav,Atrapsaltaencaustica_GBIF1807280598_IN9325887_17000,data/train/Atrapsaltaencaustica_GBIF1807280598_IN9325887_17000.wav,Atrapsaltaencaustica,37,train
Gryllusbimaculatus_XC751730-dat007-026.wav,Gryllusbimaculatus_XC751730-dat007-026,data/train/Gryllusbimaculatus_XC751730-dat007-026.wav,Gryllusbimaculatus,38,train
Decticusverrucivorus_GBIF3330457948_IN87508617_276744.wav,Decticusverrucivorus_GBIF3330457948_IN87508617_276744,data/train/Decticusverrucivorus_GBIF3330457948_IN87508617_276744.wav,Decticusverrucivorus,14,train
Phaneropterafalcata_XC751666-dat039-001.wav,Phaneropterafalcata_XC751666-dat039-001,data/test/Phaneropterafalcata_XC751666-dat039-001.wav,Phaneropterafalcata,28,test
Pseudochorthippusparallelus_XC751867-dat097-021_edit2.wav,Pseudochorthippusparallelus_XC751867-dat097-021,data/val/Pseudochorthippusparallelus_XC751867-dat097-021_edit2.wav,Pseudochorthippusparallelus,32,validation
Popplepsaltaaeroides_GBIF2596117378_IN40941442_64969_edit1.wav,Popplepsaltaaeroides_GBIF2596117378_IN40941442_64969,data/train/Popplepsaltaaeroides_GBIF2596117378_IN40941442_64969_edit1.wav,Popplepsaltaaeroides,39,train
Chorthippusmollis_XC751981-dat017-016_edit7.wav,Chorthippusmollis_XC751981-dat017-016,data/train/Chorthippusmollis_XC751981-dat017-016_edit7.wav,Chorthippusmollis,12,train
Omocestuspetraeus_XC752471-dat055-008_edit2.wav,Omocestuspetraeus_XC752471-dat055-008,data/train/Omocestuspetraeus_XC752471-dat055-008_edit2.wav,Omocestuspetraeus,23,train
Gryllusbimaculatus_XC751743-dat007-027_edit3.wav,Gryllusbimaculatus_XC751743-dat007-027,data/train/Gryllusbimaculatus_XC751743-dat007-027_edit3.wav,Gryllusbimaculatus,38,train
Oecanthuspellucens_GBIF3902653882_IN126660228_501364.wav,Oecanthuspellucens_GBIF3902653882_IN126660228_501364,data/train/Oecanthuspellucens_GBIF3902653882_IN126660228_501364.wav,Oecanthuspellucens,40,train
Gryllusbimaculatus_XC751731-dat001-025_edit1.wav,Gryllusbimaculatus_XC751731-dat001-025,data/train/Gryllusbimaculatus_XC751731-dat001-025_edit1.wav,Gryllusbimaculatus,38,train
Gomphocerussibiricus_XC751880-dat055-005_edit1.wav,Gomphocerussibiricus_XC751880-dat055-005,data/train/Gomphocerussibiricus_XC751880-dat055-005_edit1.wav,Gomphocerussibiricus,41,train
Platypleuracfcatenata_MHV%20393%20P.catenata%20Jefferies%20Bay%20%231_edit1.wav,Platypleuracfcatenata_MHV%20393%20P.catenata%20Jefferies%20Bay%20%231,data/train/Platypleuracfcatenata_MHV%20393%20P.catenata%20Jefferies%20Bay%20%231_edit1.wav,Platypleuracfcatenata,42,train
Stauroderusscalaris_XC751601-dat061-004_edit2.wav,Stauroderusscalaris_XC751601-dat061-004,data/val/Stauroderusscalaris_XC751601-dat061-004_edit2.wav,Stauroderusscalaris,43,validation
Gomphocerussibiricus_XC751820-dat178-002_edit1.wav,Gomphocerussibiricus_XC751820-dat178-002,data/test/Gomphocerussibiricus_XC751820-dat178-002_edit1.wav,Gomphocerussibiricus,41,test
Leptophyespunctatissima_XC751808-dat024-004_edit5.wav,Leptophyespunctatissima_XC751808-dat024-004,data/val/Leptophyespunctatissima_XC751808-dat024-004_edit5.wav,Leptophyespunctatissima,36,validation
Chorthippusvagans_XC751802-dat014-007_edit3.wav,Chorthippusvagans_XC751802-dat014-007,data/train/Chorthippusvagans_XC751802-dat014-007_edit3.wav,Chorthippusvagans,44,train
Yoyettacelis_GBIF1978445311_IN19058523_28358.wav,Yoyettacelis_GBIF1978445311_IN19058523_28358,data/train/Yoyettacelis_GBIF1978445311_IN19058523_28358.wav,Yoyettacelis,1,train
Barbitistesyersini_XC752461-dat047-009_edit3.wav,Barbitistesyersini_XC752461-dat047-009,data/train/Barbitistesyersini_XC752461-dat047-009_edit3.wav,Barbitistesyersini,45,train
Gomphocerippusrufus_XC751303-dat150-005_edit3.wav,Gomphocerippusrufus_XC751303-dat150-005,data/train/Gomphocerippusrufus_XC751303-dat150-005_edit3.wav,Gomphocerippusrufus,2,train
Pseudochorthippusparallelus_XC752314-dat005-060_edit4.wav,Pseudochorthippusparallelus_XC752314-dat005-060,data/train/Pseudochorthippusparallelus_XC752314-dat005-060_edit4.wav,Pseudochorthippusparallelus,32,train
Ephippigerdiurnus_XC751512-dat003-034.wav,Ephippigerdiurnus_XC751512-dat003-034,data/train/Ephippigerdiurnus_XC751512-dat003-034.wav,Ephippigerdiurnus,46,train
Grylluscampestris_GBIF3772909343_IN114391996_417845_edit1.wav,Grylluscampestris_GBIF3772909343_IN114391996_417845,data/train/Grylluscampestris_GBIF3772909343_IN114391996_417845_edit1.wav,Grylluscampestris,20,train
Cyclochilaaustralasiae_GBIF2988654650_IN65392091_150201.wav,Cyclochilaaustralasiae_GBIF2988654650_IN65392091_150201,data/train/Cyclochilaaustralasiae_GBIF2988654650_IN65392091_150201.wav,Cyclochilaaustralasiae,15,train
Chorthippusbiguttulus_XC751620-dat001-053_edit1.wav,Chorthippusbiguttulus_XC751620-dat001-053,data/train/Chorthippusbiguttulus_XC751620-dat001-053_edit1.wav,Chorthippusbiguttulus,35,train
Omocestusviridulus_XC752265-dat013-001_edit4.wav,Omocestusviridulus_XC752265-dat013-001,data/val/Omocestusviridulus_XC752265-dat013-001_edit4.wav,Omocestusviridulus,11,validation
Chorthippusvagans_XC751804-dat014-009_edit4.wav,Chorthippusvagans_XC751804-dat014-009,data/train/Chorthippusvagans_XC751804-dat014-009_edit4.wav,Chorthippusvagans,44,train
Conocephalusfuscus_XC752062-dat037-009_edit1.wav,Conocephalusfuscus_XC752062-dat037-009,data/test/Conocephalusfuscus_XC752062-dat037-009_edit1.wav,Conocephalusfuscus,16,test
Roeselianaroeselii_XC752374-dat006-017.wav,Roeselianaroeselii_XC752374-dat006-017,data/test/Roeselianaroeselii_XC752374-dat006-017.wav,Roeselianaroeselii,0,test
Grylluscampestris_GBIF3384612718_IN80906045_239607_edit1.wav,Grylluscampestris_GBIF3384612718_IN80906045_239607,data/train/Grylluscampestris_GBIF3384612718_IN80906045_239607_edit1.wav,Grylluscampestris,20,train
Pholidopteragriseoaptera_20200705_063934.M_edit2.wav,Pholidopteragriseoaptera_20200705_063934.M,data/test/Pholidopteragriseoaptera_20200705_063934.M_edit2.wav,Pholidopteragriseoaptera,47,test
Pseudochorthippusmontanus_XC752604-dat012-002_edit1.wav,Pseudochorthippusmontanus_XC752604-dat012-002,data/train/Pseudochorthippusmontanus_XC752604-dat012-002_edit1.wav,Pseudochorthippusmontanus,30,train
Tettigoniacantans_XC751944-dat034-023.wav,Tettigoniacantans_XC751944-dat034-023,data/train/Tettigoniacantans_XC751944-dat034-023.wav,Tettigoniacantans,19,train
Eupholidopteraschmidti_XC752428-dat056-006_edit5.wav,Eupholidopteraschmidti_XC752428-dat056-006,data/val/Eupholidopteraschmidti_XC752428-dat056-006_edit5.wav,Eupholidopteraschmidti,6,validation
Omocestuspetraeus_XC752479-dat060-005_edit2.wav,Omocestuspetraeus_XC752479-dat060-005,data/test/Omocestuspetraeus_XC752479-dat060-005_edit2.wav,Omocestuspetraeus,23,test
Ephippigerdiurnus_XC752105-dat039-003.wav,Ephippigerdiurnus_XC752105-dat039-003,data/test/Ephippigerdiurnus_XC752105-dat039-003.wav,Ephippigerdiurnus,46,test
Chorthippusbiguttulus_XC751461-dat185-005_edit4.wav,Chorthippusbiguttulus_XC751461-dat185-005,data/train/Chorthippusbiguttulus_XC751461-dat185-005_edit4.wav,Chorthippusbiguttulus,35,train
Chorthippusbrunneus_XC751388-dat007-005_edit6.wav,Chorthippusbrunneus_XC751388-dat007-005,data/train/Chorthippusbrunneus_XC751388-dat007-005_edit6.wav,Chorthippusbrunneus,9,train
Tettigoniacantans_XC751934-dat040-002_edit3.wav,Tettigoniacantans_XC751934-dat040-002,data/test/Tettigoniacantans_XC751934-dat040-002_edit3.wav,Tettigoniacantans,19,test
Yoyettacelis_GBIF2429569098_IN34291948_48425_edit1.wav,Yoyettacelis_GBIF2429569098_IN34291948_48425,data/train/Yoyettacelis_GBIF2429569098_IN34291948_48425_edit1.wav,Yoyettacelis,1,train
Chorthippusbiguttulus_XC751461-dat185-005_edit5.wav,Chorthippusbiguttulus_XC751461-dat185-005,data/train/Chorthippusbiguttulus_XC751461-dat185-005_edit5.wav,Chorthippusbiguttulus,35,train
Omocestuspetraeus_XC752479-dat060-005_edit3.wav,Omocestuspetraeus_XC752479-dat060-005,data/test/Omocestuspetraeus_XC752479-dat060-005_edit3.wav,Omocestuspetraeus,23,test
Tettigoniacantans_XC751934-dat040-002_edit2.wav,Tettigoniacantans_XC751934-dat040-002,data/test/Tettigoniacantans_XC751934-dat040-002_edit2.wav,Tettigoniacantans,19,test
Chorthippusbrunneus_XC751388-dat007-005_edit7.wav,Chorthippusbrunneus_XC751388-dat007-005,data/train/Chorthippusbrunneus_XC751388-dat007-005_edit7.wav,Chorthippusbrunneus,9,train
Pholidopteragriseoaptera_20200705_063934.M_edit3.wav,Pholidopteragriseoaptera_20200705_063934.M,data/test/Pholidopteragriseoaptera_20200705_063934.M_edit3.wav,Pholidopteragriseoaptera,47,test
Eupholidopteraschmidti_XC752428-dat056-006_edit4.wav,Eupholidopteraschmidti_XC752428-dat056-006,data/val/Eupholidopteraschmidti_XC752428-dat056-006_edit4.wav,Eupholidopteraschmidti,6,validation
Yoyettacelis_GBIF2429354623_IN33784488_47906.wav,Yoyettacelis_GBIF2429354623_IN33784488_47906,data/train/Yoyettacelis_GBIF2429354623_IN33784488_47906.wav,Yoyettacelis,1,train
Myrmeleotettixmaculatus_XC752587-dat009-006_edit1.wav,Myrmeleotettixmaculatus_XC752587-dat009-006,data/train/Myrmeleotettixmaculatus_XC752587-dat009-006_edit1.wav,Myrmeleotettixmaculatus,29,train
Nemobiussylvestris_XC752029-dat004-032_edit1.wav,Nemobiussylvestris_XC752029-dat004-032,data/val/Nemobiussylvestris_XC752029-dat004-032_edit1.wav,Nemobiussylvestris,48,validation
Tylopsislilifolia_XC751308-dat067-001_edit1.wav,Tylopsislilifolia_XC751308-dat067-001,data/train/Tylopsislilifolia_XC751308-dat067-001_edit1.wav,Tylopsislilifolia,49,train
Grylluscampestris_XC757121-221012_0901-Ervedal_Field-Cricket.wav,Grylluscampestris_XC757121-221012_0901-Ervedal_Field-Cricket,data/train/Grylluscampestris_XC757121-221012_0901-Ervedal_Field-Cricket.wav,Grylluscampestris,20,train
Chorthippusvagans_XC751804-dat014-009_edit5.wav,Chorthippusvagans_XC751804-dat014-009,data/train/Chorthippusvagans_XC751804-dat014-009_edit5.wav,Chorthippusvagans,44,train
Omocestusviridulus_XC752265-dat013-001_edit5.wav,Omocestusviridulus_XC752265-dat013-001,data/val/Omocestusviridulus_XC752265-dat013-001_edit5.wav,Omocestusviridulus,11,validation
Gomphocerippusrufus_XC752283-dat001-043.wav,Gomphocerippusrufus_XC752283-dat001-043,data/val/Gomphocerippusrufus_XC752283-dat001-043.wav,Gomphocerippusrufus,2,validation
Stenobothrusstigmaticus_XC752008-dat005-004.wav,Stenobothrusstigmaticus_XC752008-dat005-004,data/train/Stenobothrusstigmaticus_XC752008-dat005-004.wav,Stenobothrusstigmaticus,25,train
Stenobothrusstigmaticus_XC752015-dat005-011.wav,Stenobothrusstigmaticus_XC752015-dat005-011,data/train/Stenobothrusstigmaticus_XC752015-dat005-011.wav,Stenobothrusstigmaticus,25,train
Platypleurasp10_MHV%20313%20P.sp10%20Die%20Koo%20%236b_edit1.wav,Platypleurasp10_MHV%20313%20P.sp10%20Die%20Koo%20%236b,data/val/Platypleurasp10_MHV%20313%20P.sp10%20Die%20Koo%20%236b_edit1.wav,Platypleurasp10,50,validation
Pseudochorthippusparallelus_XC752314-dat005-060_edit5.wav,Pseudochorthippusparallelus_XC752314-dat005-060,data/train/Pseudochorthippusparallelus_XC752314-dat005-060_edit5.wav,Pseudochorthippusparallelus,32,train
Chorthippusbiguttulus_XC752336-dat004-021.wav,Chorthippusbiguttulus_XC752336-dat004-021,data/train/Chorthippusbiguttulus_XC752336-dat004-021.wav,Chorthippusbiguttulus,35,train
Eupholidopteraschmidti_XC752434-dat051-018_edit1.wav,Eupholidopteraschmidti_XC752434-dat051-018,data/val/Eupholidopteraschmidti_XC752434-dat051-018_edit1.wav,Eupholidopteraschmidti,6,validation
Tettigoniaviridissima_GBIF3858768656_IN124075390_486463.wav,Tettigoniaviridissima_GBIF3858768656_IN124075390_486463,data/val/Tettigoniaviridissima_GBIF3858768656_IN124075390_486463.wav,Tettigoniaviridissima,13,validation
Chorthippusvagans_XC751802-dat014-007_edit2.wav,Chorthippusvagans_XC751802-dat014-007,data/train/Chorthippusvagans_XC751802-dat014-007_edit2.wav,Chorthippusvagans,44,train
